Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications,Task Skills Required,Task Priority,Workload per Shift
5616,Packaging,High,6,Final Testing,Night,3.2,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5617,BMS Integration,Medium,8,Cell Assembly,Flexible,4.5,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5618,Packaging,Low,1,Pack Assembly,Flexible,4.7,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5619,Packaging,Low,1,Cell Assembly,Night,3.9,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5620,Quality Inspection,Medium,1,Pack Assembly,Evening,3.2,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5621,Robotics,Low,1,Module Assembly,Morning,3.2,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5622,Soldering,Low,3,Pack Assembly,Morning,4.9,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5623,Mechanical Assembly,Medium,7,Pack Assembly,Night,4.9,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5624,Robotics,Low,7,Pack Assembly,Morning,4.1,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5625,Mechanical Assembly,Medium,5,Final Testing,Night,3.1,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5626,Welding,Low,6,Pack Assembly,Evening,3,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5627,Mechanical Assembly,Medium,6,Module Assembly,Flexible,3.6,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5628,Soldering,High,6,Module Assembly,Evening,4,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5629,Mechanical Assembly,High,7,Module Assembly,Night,3.5,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5630,Soldering,High,1,Module Assembly,Night,3.1,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5631,Mechanical Assembly,High,2,Cell Assembly,Evening,3.6,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5632,Packaging,Low,3,Final Testing,Morning,4.8,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5633,Welding,High,8,Final Testing,Night,4.7,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5634,Robotics,Medium,8,Pack Assembly,Flexible,4.4,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5635,Quality Inspection,High,6,Final Testing,Evening,4.6,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5636,Mechanical Assembly,Low,2,Cell Assembly,Night,3.9,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5637,Quality Inspection,Medium,8,Pack Assembly,Flexible,3.2,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5638,Electrical Wiring,Medium,1,Cell Assembly,Evening,3.1,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5639,Automation,Medium,1,Cell Assembly,Evening,3.3,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5640,Welding,Low,6,Final Testing,Evening,3.5,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5641,Packaging,Medium,7,Final Testing,Morning,3.9,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5642,Mechanical Assembly,High,5,Module Assembly,Flexible,4,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5643,BMS Integration,Medium,8,Final Testing,Night,3.9,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5644,Automation,High,8,Final Testing,Evening,3.8,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5645,Robotics,Medium,3,Cell Assembly,Evening,4.8,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5646,Soldering,Low,7,Final Testing,Flexible,3.9,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5647,Mechanical Assembly,Medium,7,Pack Assembly,Morning,4.4,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5648,Automation,High,2,Module Assembly,Evening,3.7,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5649,Mechanical Assembly,Low,1,Cell Assembly,Evening,3.1,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5650,Soldering,Low,5,Module Assembly,Night,3.2,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5651,Packaging,High,1,Cell Assembly,Evening,4.3,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5652,Automation,Medium,2,Module Assembly,Night,4.1,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5653,Packaging,Low,8,Cell Assembly,Evening,4.7,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5654,Welding,Medium,1,Cell Assembly,Evening,3,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5655,Electrical Wiring,High,3,Final Testing,Morning,3.7,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5656,Quality Inspection,Medium,8,Pack Assembly,Night,3.6,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5657,Soldering,Medium,4,Module Assembly,Flexible,3,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5658,Welding,High,6,Cell Assembly,Flexible,3,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5659,Mechanical Assembly,Low,2,Final Testing,Flexible,3.6,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5660,Electrical Wiring,Medium,2,Final Testing,Evening,4.7,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5661,Welding,Low,8,Pack Assembly,Evening,4.7,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5662,Electrical Wiring,Medium,5,Final Testing,Flexible,3.9,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5663,Electrical Wiring,Medium,6,Final Testing,Morning,3.8,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5664,Automation,Medium,8,Cell Assembly,Evening,5,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5665,Automation,High,8,Pack Assembly,Evening,4.7,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5666,BMS Integration,High,8,Module Assembly,Evening,3.9,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5667,Robotics,Medium,6,Final Testing,Evening,4.7,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5668,Packaging,Low,2,Pack Assembly,Morning,4.8,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5669,BMS Integration,Medium,1,Pack Assembly,Night,3.7,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5670,Welding,Medium,8,Module Assembly,Night,4.4,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5671,Welding,High,7,Module Assembly,Evening,4.9,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5672,Automation,Medium,7,Final Testing,Morning,4.6,Electrical Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5673,Soldering,Medium,1,Module Assembly,Evening,3.3,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5674,Mechanical Assembly,Medium,6,Final Testing,Morning,3.8,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5675,Packaging,High,7,Final Testing,Night,3.4,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5676,Electrical Wiring,Low,4,Module Assembly,Evening,4.1,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5677,Electrical Wiring,Medium,8,Final Testing,Evening,4.4,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5678,Electrical Wiring,Medium,1,Pack Assembly,Evening,4.1,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5679,BMS Integration,Medium,6,Final Testing,Evening,3.1,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5680,Packaging,Medium,6,Final Testing,Flexible,4,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5681,Mechanical Assembly,High,7,Final Testing,Evening,3.8,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5682,Packaging,High,6,Module Assembly,Evening,4.8,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5683,Automation,Low,4,Cell Assembly,Evening,4.6,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5684,Soldering,Medium,5,Module Assembly,Flexible,4,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5685,Welding,Medium,2,Module Assembly,Evening,4.7,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5686,Electrical Wiring,Low,2,Final Testing,Morning,3.9,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5687,Soldering,High,4,Final Testing,Flexible,3,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5688,Soldering,Low,3,Pack Assembly,Flexible,4.4,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5689,Soldering,High,8,Pack Assembly,Flexible,3.9,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5690,Welding,Low,4,Module Assembly,Flexible,4.6,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5691,Mechanical Assembly,Medium,7,Final Testing,Evening,4.9,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5692,Robotics,Low,8,Final Testing,Morning,3,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5693,Quality Inspection,High,2,Cell Assembly,Flexible,4.6,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5694,Robotics,Low,3,Cell Assembly,Night,4.6,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5695,BMS Integration,High,8,Final Testing,Flexible,3.7,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5696,Mechanical Assembly,Low,6,Cell Assembly,Evening,4.6,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5697,Welding,Medium,1,Pack Assembly,Morning,4.6,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5698,Robotics,Low,8,Module Assembly,Morning,4.8,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5699,Packaging,Medium,8,Module Assembly,Flexible,3.7,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5700,Robotics,High,2,Cell Assembly,Evening,3.3,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5701,Robotics,Low,6,Module Assembly,Evening,4.6,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5702,Electrical Wiring,Medium,4,Pack Assembly,Flexible,3.6,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5703,Mechanical Assembly,High,5,Final Testing,Night,3.2,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5704,BMS Integration,Low,8,Final Testing,Evening,4.2,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5705,Robotics,Medium,4,Pack Assembly,Morning,5,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5706,Robotics,Low,3,Cell Assembly,Night,4.5,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5707,BMS Integration,Medium,6,Final Testing,Evening,3.2,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5708,Electrical Wiring,Medium,5,Final Testing,Flexible,3.4,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5709,Electrical Wiring,Low,3,Pack Assembly,Flexible,4.4,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5710,Mechanical Assembly,High,5,Pack Assembly,Night,4,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5711,Robotics,Low,2,Final Testing,Evening,3.5,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5712,BMS Integration,Medium,3,Pack Assembly,Flexible,3.7,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5713,Electrical Wiring,Low,7,Module Assembly,Flexible,3.9,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5714,BMS Integration,Medium,1,Pack Assembly,Flexible,3.7,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5715,BMS Integration,Low,6,Pack Assembly,Morning,4.7,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5716,Robotics,Low,7,Pack Assembly,Evening,4.6,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5717,Packaging,High,6,Pack Assembly,Flexible,3.4,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5718,Mechanical Assembly,High,5,Final Testing,Morning,3.1,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5719,Soldering,Medium,1,Module Assembly,Night,3.5,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5720,Automation,Medium,1,Pack Assembly,Night,4.7,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5721,Robotics,Low,6,Module Assembly,Evening,3,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5722,Packaging,Medium,1,Cell Assembly,Morning,3.1,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5723,Soldering,High,3,Pack Assembly,Night,4.1,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5724,Electrical Wiring,Low,6,Pack Assembly,Morning,3.2,Electrical Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5725,Electrical Wiring,Medium,5,Final Testing,Night,4.3,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5726,BMS Integration,Medium,4,Cell Assembly,Evening,3.7,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5727,Automation,High,3,Cell Assembly,Flexible,4,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5728,Robotics,High,4,Pack Assembly,Morning,5,Certified BMS Engineer,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5729,Soldering,Low,6,Cell Assembly,Evening,3.7,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5730,Soldering,High,6,Module Assembly,Evening,4.8,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5731,Robotics,Low,2,Pack Assembly,Flexible,4.3,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5732,Electrical Wiring,High,5,Cell Assembly,Evening,3,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5733,Electrical Wiring,Low,6,Final Testing,Flexible,3.8,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5734,Soldering,Medium,1,Cell Assembly,Evening,3.1,Mechanical Technician,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5735,Robotics,Medium,7,Final Testing,Morning,3.7,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5736,Packaging,Low,1,Module Assembly,Night,4.7,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5737,Packaging,High,1,Final Testing,Night,4.8,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5738,Packaging,High,2,Final Testing,Evening,3,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5739,Packaging,Medium,4,Final Testing,Night,3.5,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5740,Electrical Wiring,Medium,8,Pack Assembly,Night,3.6,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5741,BMS Integration,High,6,Final Testing,Flexible,4.6,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5742,Electrical Wiring,Low,4,Module Assembly,Flexible,4,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5743,Soldering,High,6,Final Testing,Flexible,3.8,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5744,Robotics,Medium,4,Final Testing,Flexible,4.1,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5745,Packaging,Low,5,Pack Assembly,Flexible,4.2,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5746,Welding,Medium,7,Pack Assembly,Evening,4.3,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5747,Robotics,High,4,Pack Assembly,Night,4.5,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5748,Mechanical Assembly,Medium,2,Module Assembly,Flexible,4.1,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5749,Robotics,High,4,Final Testing,Morning,3.8,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5750,Mechanical Assembly,Medium,6,Module Assembly,Flexible,3.6,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5751,Packaging,Medium,6,Cell Assembly,Evening,4.5,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5752,Mechanical Assembly,Low,4,Module Assembly,Night,4,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5753,Welding,Medium,7,Module Assembly,Night,3,Mechanical Technician,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5754,BMS Integration,Medium,7,Pack Assembly,Evening,4.8,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5755,Electrical Wiring,Medium,1,Module Assembly,Flexible,4.7,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5756,Electrical Wiring,Medium,5,Module Assembly,Night,3.2,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5757,Robotics,Low,1,Pack Assembly,Morning,4.6,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5758,Packaging,High,5,Module Assembly,Morning,3.3,Quality Control Certified,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5759,Soldering,Medium,5,Module Assembly,Morning,4.5,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5760,Mechanical Assembly,Medium,7,Module Assembly,Flexible,3.3,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5761,Welding,Medium,3,Cell Assembly,Night,4.9,Certified Welder,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5762,Robotics,Low,4,Cell Assembly,Evening,4.6,Electrical Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5763,Mechanical Assembly,Low,6,Module Assembly,Flexible,3.5,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5764,Electrical Wiring,High,4,Pack Assembly,Flexible,4.5,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5765,Electrical Wiring,Medium,6,Final Testing,Evening,4.6,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5766,BMS Integration,High,3,Module Assembly,Night,3.8,Electrical Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5767,Packaging,Low,8,Final Testing,Night,4.1,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5768,Soldering,Low,1,Module Assembly,Evening,3.7,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5769,Packaging,Medium,8,Final Testing,Night,3.6,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5770,Electrical Wiring,Low,4,Pack Assembly,Evening,3.9,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5771,Quality Inspection,Low,1,Pack Assembly,Night,3.6,Quality Control Certified,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5772,Packaging,Low,5,Module Assembly,Morning,3.4,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5773,Soldering,Medium,7,Cell Assembly,Evening,3.1,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5774,Soldering,Low,2,Pack Assembly,Evening,4.9,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,12
5775,Robotics,Medium,5,Pack Assembly,Morning,3.3,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5776,Soldering,Low,3,Cell Assembly,Night,4.2,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5777,Packaging,High,8,Final Testing,Night,3.1,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5778,Mechanical Assembly,Medium,7,Module Assembly,Night,4.9,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5779,Robotics,Low,3,Cell Assembly,Morning,3.2,Quality Control Certified,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5780,Electrical Wiring,High,8,Module Assembly,Flexible,3.1,None,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5781,Robotics,Low,2,Cell Assembly,Morning,3.7,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5782,Mechanical Assembly,High,8,Module Assembly,Night,3.9,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5783,Robotics,Low,8,Final Testing,Flexible,4.2,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5784,Quality Inspection,Medium,4,Final Testing,Flexible,4.8,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5785,Quality Inspection,Medium,6,Module Assembly,Evening,4,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5786,Automation,Low,6,Module Assembly,Flexible,3.3,Certified Welder,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5787,Mechanical Assembly,High,7,Pack Assembly,Morning,3.4,Certified Welder,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,15
5788,BMS Integration,High,8,Final Testing,Flexible,3.9,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5789,Welding,High,1,Cell Assembly,Morning,3.5,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5790,Packaging,High,4,Pack Assembly,Night,3.7,None,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,10
5791,Electrical Wiring,Medium,5,Final Testing,Morning,5,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5792,Robotics,Medium,5,Cell Assembly,Evening,3.5,Certified BMS Engineer,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,12
5793,Quality Inspection,High,2,Final Testing,Night,4.1,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5794,Mechanical Assembly,High,2,Module Assembly,Night,3.6,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,10
5795,Quality Inspection,Low,5,Final Testing,Morning,3.3,Certified BMS Engineer,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5796,Packaging,Medium,8,Final Testing,Evening,4.6,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5797,Electrical Wiring,Low,3,Final Testing,Morning,4.6,Quality Control Certified,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,15
5798,Automation,High,2,Module Assembly,Morning,3.9,Certified BMS Engineer,"['BMS Integration', 'Electrical Wiring', 'Mechanical Assembly']",Critical,15
5799,Electrical Wiring,High,4,Final Testing,Evening,3.1,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Secondary,12
5800,Electrical Wiring,High,2,Final Testing,Flexible,3.8,None,"['Welding', 'Electrical Wiring', 'Mechanical Assembly']",Critical,14
5801,Electrical Wiring,Low,2,Final Testing,Evening,4.4,None,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,12
5802,BMS Integration,Medium,3,Final Testing,Flexible,3.5,Certified Welder,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,14
5803,BMS Integration,Low,6,Pack Assembly,Flexible,4.7,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
5804,Soldering,Low,5,Final Testing,Night,3.9,Mechanical Technician,"['Quality Inspection', 'Electrical Wiring', 'Automation']",Critical,10
5805,BMS Integration,Medium,6,Pack Assembly,Flexible,5,Mechanical Technician,"['Welding', 'Mechanical Assembly', 'Robotics']",Secondary,14
