Worker ID,Skill Category,Skill Level,Years of Experience,Current Task Assigned,Shift Availability,Performance Rating,Certifications
4440,Welding,Low,5,Final Testing,Evening,3.6,Certified BMS Engineer
4441,Mechanical Assembly,High,8,Final Testing,Morning,4.5,Certified BMS Engineer
4442,BMS Integration,Medium,4,Final Testing,Flexible,3.6,Electrical Engineer
4443,Welding,Low,3,Pack Assembly,Night,4.6,Mechanical Technician
4444,Welding,Low,2,Final Testing,Flexible,3.5,Certified BMS Engineer
4445,Robotics,Low,2,Cell Assembly,Morning,4.7,None
4446,Mechanical Assembly,Low,6,Module Assembly,Evening,3.4,Mechanical Technician
4447,Quality Inspection,Medium,4,Pack Assembly,Night,3.2,Quality Control Certified
4448,Robotics,High,8,Pack Assembly,Night,3.6,Quality Control Certified
4449,Welding,Low,7,Final Testing,Flexible,4.1,Quality Control Certified
4450,Automation,Low,3,Cell Assembly,Flexible,4.6,Quality Control Certified
4451,Quality Inspection,High,7,Pack Assembly,Night,3.2,Certified BMS Engineer
4452,Welding,High,7,Cell Assembly,Evening,4.9,Certified BMS Engineer
4453,Robotics,Medium,5,Final Testing,Morning,3.3,None
4454,Packaging,High,2,Cell Assembly,Morning,3.6,Mechanical Technician
4455,Quality Inspection,High,5,Final Testing,Night,4.4,None
4456,Mechanical Assembly,High,8,Pack Assembly,Evening,3,None
4457,Automation,High,1,Final Testing,Flexible,3.2,Certified Welder
4458,Packaging,High,7,Module Assembly,Morning,4.6,Mechanical Technician
4459,Quality Inspection,Medium,7,Pack Assembly,Evening,4.2,None
4460,Electrical Wiring,Medium,4,Cell Assembly,Morning,3.6,Mechanical Technician
4461,Automation,Medium,2,Final Testing,Evening,3.9,None
4462,Soldering,Low,7,Module Assembly,Flexible,4.4,None
4463,Packaging,High,7,Cell Assembly,Morning,3.9,Quality Control Certified
4464,Electrical Wiring,Medium,1,Module Assembly,Evening,3.7,Certified Welder
4465,Automation,High,4,Module Assembly,Night,4.8,Quality Control Certified
4466,Packaging,Low,1,Module Assembly,Evening,4.6,Mechanical Technician
4467,Automation,High,4,Module Assembly,Flexible,4.1,Quality Control Certified
4468,Soldering,Medium,8,Cell Assembly,Flexible,3.2,Mechanical Technician
4469,Soldering,Low,3,Module Assembly,Morning,3.2,Electrical Engineer
4470,BMS Integration,Low,1,Final Testing,Evening,4.8,Certified BMS Engineer
4471,Welding,High,1,Module Assembly,Morning,4.7,Mechanical Technician
4472,Robotics,High,6,Final Testing,Evening,3.8,None
4473,Robotics,Low,5,Cell Assembly,Evening,4.5,None
4474,Quality Inspection,Medium,7,Cell Assembly,Evening,3.8,Certified Welder
4475,Soldering,Low,3,Module Assembly,Night,3.2,None
4476,Robotics,High,7,Cell Assembly,Morning,3.9,Electrical Engineer
4477,Electrical Wiring,Low,4,Module Assembly,Evening,4.4,Electrical Engineer
4478,Mechanical Assembly,Medium,8,Cell Assembly,Evening,3.7,Certified BMS Engineer
4479,Welding,Medium,1,Final Testing,Flexible,4.8,None
4480,Mechanical Assembly,Low,8,Pack Assembly,Morning,4.2,Mechanical Technician
4481,Robotics,Medium,4,Final Testing,Night,3.1,Quality Control Certified
4482,BMS Integration,High,6,Pack Assembly,Night,3.2,Quality Control Certified
4483,Mechanical Assembly,Medium,7,Cell Assembly,Evening,3.1,Certified BMS Engineer
4484,Quality Inspection,Low,2,Final Testing,Evening,4.5,None
4485,BMS Integration,High,3,Final Testing,Flexible,3.7,Quality Control Certified
4486,Electrical Wiring,Low,8,Cell Assembly,Flexible,3.6,Certified Welder
4487,Automation,Low,7,Pack Assembly,Flexible,3,Quality Control Certified
4488,Quality Inspection,Low,4,Cell Assembly,Night,4.6,None
4489,Quality Inspection,High,7,Final Testing,Morning,4.4,None
4490,Robotics,High,8,Module Assembly,Flexible,4.2,Quality Control Certified
4491,Robotics,Medium,6,Module Assembly,Evening,4.7,Electrical Engineer
4492,BMS Integration,Low,8,Final Testing,Morning,3.7,Electrical Engineer
4493,Robotics,High,6,Cell Assembly,Night,4.1,Certified BMS Engineer
4494,Quality Inspection,Medium,6,Module Assembly,Morning,4.6,Mechanical Technician
4495,BMS Integration,Medium,6,Module Assembly,Morning,3,Certified BMS Engineer
4496,Quality Inspection,High,3,Cell Assembly,Morning,3.2,Electrical Engineer
4497,Soldering,Low,7,Cell Assembly,Night,3.2,Mechanical Technician
4498,Welding,High,6,Pack Assembly,Evening,3.4,Mechanical Technician
4499,Automation,Low,4,Pack Assembly,Evening,5,Mechanical Technician
4500,Electrical Wiring,High,7,Cell Assembly,Morning,4.4,Certified BMS Engineer
4501,Electrical Wiring,Low,3,Pack Assembly,Flexible,4.3,Mechanical Technician
4502,Soldering,Medium,2,Module Assembly,Flexible,4.7,Electrical Engineer
4503,Automation,Medium,8,Final Testing,Evening,4,Quality Control Certified
4504,Electrical Wiring,Medium,8,Module Assembly,Evening,4.5,Electrical Engineer
4505,Mechanical Assembly,Medium,2,Cell Assembly,Flexible,3.5,Certified Welder
4506,Packaging,Low,8,Module Assembly,Flexible,3.1,Certified BMS Engineer
4507,Automation,Low,3,Module Assembly,Evening,3.6,Certified Welder
4508,Mechanical Assembly,Low,7,Module Assembly,Morning,4.8,Electrical Engineer
4509,Robotics,Low,2,Final Testing,Flexible,4,None
4510,Automation,High,3,Module Assembly,Night,3.3,Electrical Engineer
4511,BMS Integration,Low,4,Module Assembly,Flexible,4.8,Quality Control Certified
4512,Mechanical Assembly,High,5,Pack Assembly,Morning,4.5,Mechanical Technician
4513,Mechanical Assembly,Low,8,Pack Assembly,Morning,4.8,Mechanical Technician
4514,Automation,Medium,3,Cell Assembly,Flexible,4.3,Mechanical Technician
4515,BMS Integration,Low,2,Pack Assembly,Evening,4.5,Certified BMS Engineer
4516,Soldering,Low,5,Cell Assembly,Morning,3.8,Quality Control Certified
4517,Packaging,High,3,Cell Assembly,Flexible,4,Electrical Engineer
4518,Quality Inspection,Low,2,Final Testing,Morning,4.4,Quality Control Certified
4519,Packaging,High,7,Module Assembly,Morning,3.9,None
4520,Mechanical Assembly,Low,8,Final Testing,Evening,3,None
4521,Automation,High,7,Module Assembly,Evening,4.5,Certified BMS Engineer
4522,Automation,Medium,6,Final Testing,Flexible,4.3,Mechanical Technician
4523,Quality Inspection,Medium,5,Module Assembly,Evening,4,Certified BMS Engineer
4524,Mechanical Assembly,Low,5,Pack Assembly,Morning,3.6,Certified Welder
4525,Robotics,High,1,Final Testing,Flexible,4,Mechanical Technician
4526,Mechanical Assembly,High,8,Final Testing,Night,4.9,Certified BMS Engineer
4527,Robotics,High,7,Cell Assembly,Morning,4.1,Mechanical Technician
4528,Mechanical Assembly,Low,3,Pack Assembly,Night,3.8,Quality Control Certified
4529,Mechanical Assembly,Medium,2,Final Testing,Morning,4.6,Electrical Engineer
4530,Packaging,Low,5,Module Assembly,Flexible,3.1,Electrical Engineer
4531,Quality Inspection,Medium,8,Pack Assembly,Evening,4.1,Certified Welder
4532,Mechanical Assembly,Low,1,Module Assembly,Night,3.7,Electrical Engineer
4533,Mechanical Assembly,Medium,3,Cell Assembly,Morning,3.5,Certified BMS Engineer
4534,Electrical Wiring,Low,1,Cell Assembly,Evening,3.6,Electrical Engineer
4535,Welding,Medium,4,Cell Assembly,Evening,3.9,Certified Welder
4536,Automation,Low,4,Final Testing,Night,4.5,Certified BMS Engineer
4537,Packaging,Medium,4,Module Assembly,Flexible,3.1,None
4538,Robotics,Medium,4,Module Assembly,Flexible,4.2,Quality Control Certified
4539,BMS Integration,Low,1,Final Testing,Flexible,3.8,Quality Control Certified
4540,BMS Integration,High,1,Final Testing,Night,4.2,Certified Welder
4541,Welding,Low,4,Module Assembly,Evening,4.1,Quality Control Certified
4542,Soldering,Low,3,Final Testing,Morning,3.2,Certified Welder
4543,BMS Integration,Low,3,Cell Assembly,Flexible,3.4,None
4544,Welding,Medium,6,Final Testing,Flexible,3,Quality Control Certified
4545,Packaging,Low,1,Final Testing,Night,4.2,Certified BMS Engineer
4546,Robotics,High,4,Module Assembly,Flexible,4.7,None
4547,Packaging,High,2,Final Testing,Flexible,4,Electrical Engineer
4548,Quality Inspection,Medium,2,Module Assembly,Night,4.4,Electrical Engineer
4549,Soldering,High,2,Module Assembly,Evening,4.8,Certified Welder
4550,Soldering,Low,6,Pack Assembly,Morning,4.2,Certified BMS Engineer
4551,Mechanical Assembly,Medium,8,Final Testing,Flexible,3.7,Certified Welder
4552,Soldering,Low,3,Pack Assembly,Night,3.8,None
4553,Automation,High,5,Cell Assembly,Night,3.3,Quality Control Certified
4554,Automation,Low,1,Cell Assembly,Morning,4.3,Quality Control Certified
4555,Robotics,Medium,7,Module Assembly,Morning,4.1,Electrical Engineer
4556,BMS Integration,Low,6,Pack Assembly,Flexible,4.1,Mechanical Technician
4557,Soldering,Low,7,Final Testing,Night,4.2,Certified Welder
4558,BMS Integration,Medium,1,Cell Assembly,Night,4.9,Electrical Engineer
4559,Electrical Wiring,Medium,1,Cell Assembly,Morning,4.1,Electrical Engineer
4560,Robotics,Low,5,Module Assembly,Night,3.8,Quality Control Certified
4561,Soldering,Low,3,Pack Assembly,Morning,4.2,Quality Control Certified
4562,Electrical Wiring,Low,2,Final Testing,Morning,5,None
4563,Automation,Medium,5,Pack Assembly,Flexible,4,Quality Control Certified
4564,Robotics,High,3,Final Testing,Evening,3.4,None
4565,Robotics,Medium,7,Pack Assembly,Morning,3.5,Certified BMS Engineer
4566,Robotics,Medium,7,Pack Assembly,Morning,3.8,Mechanical Technician
4567,BMS Integration,Medium,2,Final Testing,Morning,4.3,Certified BMS Engineer
4568,BMS Integration,Medium,6,Final Testing,Flexible,3.2,Quality Control Certified
4569,Robotics,Low,2,Final Testing,Flexible,3.4,Quality Control Certified
4570,Packaging,Medium,5,Final Testing,Morning,3.1,Quality Control Certified
4571,BMS Integration,Medium,3,Cell Assembly,Evening,4.1,None
4572,Robotics,Medium,8,Cell Assembly,Night,4.6,None
4573,BMS Integration,High,4,Cell Assembly,Evening,3.3,Quality Control Certified
4574,Automation,Low,7,Pack Assembly,Night,4.9,Electrical Engineer
4575,Electrical Wiring,High,6,Pack Assembly,Night,3.6,Certified Welder
4576,Robotics,High,1,Cell Assembly,Night,4.5,Quality Control Certified
4577,Welding,High,1,Final Testing,Morning,3.5,Mechanical Technician
4578,BMS Integration,High,8,Cell Assembly,Morning,4,None
4579,Mechanical Assembly,Medium,2,Module Assembly,Morning,4.5,Certified Welder
4580,Soldering,High,8,Pack Assembly,Night,4.1,None
4581,Quality Inspection,Low,1,Module Assembly,Evening,4.1,None
4582,BMS Integration,High,5,Module Assembly,Morning,4.2,Electrical Engineer
4583,Robotics,High,4,Pack Assembly,Morning,3.9,Electrical Engineer
4584,Packaging,High,6,Cell Assembly,Evening,3.3,None
4585,Soldering,Low,6,Module Assembly,Morning,4.7,Mechanical Technician
4586,Robotics,Medium,5,Final Testing,Night,4.9,Quality Control Certified
4587,Electrical Wiring,Medium,1,Cell Assembly,Morning,3.3,Electrical Engineer
4588,BMS Integration,Medium,1,Module Assembly,Night,4.2,Mechanical Technician
4589,Packaging,Low,8,Pack Assembly,Evening,3.9,Electrical Engineer
4590,Electrical Wiring,Medium,3,Pack Assembly,Night,4.5,Certified BMS Engineer
4591,Quality Inspection,High,1,Cell Assembly,Evening,4.6,Mechanical Technician
4592,Electrical Wiring,Low,8,Final Testing,Evening,5,Certified BMS Engineer
4593,Welding,Medium,3,Pack Assembly,Flexible,4.2,None
4594,Quality Inspection,High,1,Cell Assembly,Evening,4.8,Certified Welder
4595,Packaging,High,3,Module Assembly,Morning,4.1,None
4596,BMS Integration,Low,2,Cell Assembly,Flexible,4,None
4597,Robotics,Low,4,Pack Assembly,Night,3.3,Certified BMS Engineer
4598,Robotics,Medium,6,Final Testing,Flexible,4.4,Mechanical Technician
4599,Packaging,High,1,Module Assembly,Night,4.8,Quality Control Certified
4600,Electrical Wiring,High,4,Pack Assembly,Night,4,Certified BMS Engineer
4601,Quality Inspection,Medium,4,Pack Assembly,Night,3.7,Certified BMS Engineer
4602,BMS Integration,Medium,8,Final Testing,Flexible,4.8,Electrical Engineer
4603,Robotics,Low,3,Final Testing,Morning,4.2,Mechanical Technician
4604,Quality Inspection,Medium,6,Module Assembly,Evening,3.6,Quality Control Certified
4605,Packaging,Low,5,Module Assembly,Evening,4.2,Certified BMS Engineer
4606,BMS Integration,Medium,7,Pack Assembly,Night,4.6,Certified BMS Engineer
4607,Welding,Low,7,Pack Assembly,Evening,3.9,Certified BMS Engineer
4608,Packaging,Low,1,Pack Assembly,Morning,3.3,Electrical Engineer
4609,Automation,High,1,Module Assembly,Flexible,3.2,Electrical Engineer
4610,Soldering,Low,3,Module Assembly,Flexible,4.7,Electrical Engineer
4611,Electrical Wiring,Medium,4,Pack Assembly,Morning,4.5,Mechanical Technician
4612,BMS Integration,Low,7,Cell Assembly,Night,4.6,Electrical Engineer
4613,Soldering,High,6,Cell Assembly,Morning,4.2,Certified Welder
4614,Welding,High,5,Pack Assembly,Night,4,Mechanical Technician
4615,Mechanical Assembly,Low,7,Cell Assembly,Flexible,4,Certified BMS Engineer
4616,Quality Inspection,Medium,7,Pack Assembly,Morning,3.2,Certified Welder
4617,Mechanical Assembly,Medium,2,Final Testing,Evening,4.3,Mechanical Technician
4618,Mechanical Assembly,Low,4,Final Testing,Night,4.5,Certified BMS Engineer
4619,Welding,Medium,5,Final Testing,Morning,3.7,Mechanical Technician
4620,BMS Integration,Low,3,Final Testing,Flexible,4.2,None
4621,Welding,Low,6,Pack Assembly,Flexible,4.9,None
4622,BMS Integration,Low,8,Cell Assembly,Night,4.3,Electrical Engineer
4623,Electrical Wiring,High,8,Final Testing,Morning,4.4,Certified BMS Engineer
4624,Electrical Wiring,Low,2,Pack Assembly,Evening,3.8,Quality Control Certified
4625,Mechanical Assembly,High,7,Pack Assembly,Morning,4.9,Quality Control Certified
4626,Electrical Wiring,Medium,4,Pack Assembly,Night,4.8,None
4627,Electrical Wiring,High,4,Pack Assembly,Morning,3.6,Certified Welder
4628,Soldering,High,7,Module Assembly,Night,4.1,Mechanical Technician
4629,Packaging,Medium,5,Cell Assembly,Flexible,4.7,Electrical Engineer
4630,Mechanical Assembly,Low,8,Pack Assembly,Flexible,4.1,Certified BMS Engineer
4631,Soldering,Low,3,Cell Assembly,Flexible,4.5,None
4632,Electrical Wiring,Low,5,Module Assembly,Morning,4.7,Certified BMS Engineer
4633,Welding,High,1,Module Assembly,Evening,4.6,Quality Control Certified
4634,BMS Integration,Medium,1,Module Assembly,Night,3.8,Certified BMS Engineer
4635,Packaging,High,6,Pack Assembly,Night,4.6,Certified BMS Engineer
4636,Automation,High,2,Final Testing,Night,3.9,Mechanical Technician
4637,Quality Inspection,Low,6,Module Assembly,Flexible,4.9,Electrical Engineer
4638,Soldering,High,7,Cell Assembly,Flexible,3.1,Quality Control Certified
4639,Quality Inspection,High,1,Final Testing,Flexible,4.3,Quality Control Certified
4640,Electrical Wiring,Medium,8,Module Assembly,Night,3.2,None
4641,Automation,Low,2,Module Assembly,Flexible,4.8,Mechanical Technician
4642,Soldering,High,1,Cell Assembly,Evening,3.5,Certified Welder
4643,Robotics,High,3,Cell Assembly,Evening,4,Electrical Engineer
4644,Electrical Wiring,High,4,Pack Assembly,Flexible,3.6,Quality Control Certified
4645,Mechanical Assembly,High,7,Final Testing,Morning,4.2,Certified Welder
4646,Robotics,High,8,Module Assembly,Evening,3.2,None
4647,Automation,Low,1,Final Testing,Flexible,3.3,None
4648,Electrical Wiring,High,4,Final Testing,Flexible,4.9,Quality Control Certified
4649,Soldering,High,7,Final Testing,Flexible,3.7,Electrical Engineer
4650,Soldering,High,1,Pack Assembly,Morning,4,None
4651,BMS Integration,Medium,3,Module Assembly,Night,4.7,None
4652,Quality Inspection,High,2,Cell Assembly,Evening,4.6,Certified Welder
4653,Packaging,High,5,Module Assembly,Evening,3.5,None
4654,Automation,Medium,6,Pack Assembly,Flexible,3.3,Certified BMS Engineer
4655,Soldering,Medium,8,Final Testing,Evening,4,Mechanical Technician
4656,Electrical Wiring,High,5,Cell Assembly,Evening,3.2,Quality Control Certified
4657,BMS Integration,High,8,Pack Assembly,Evening,3.3,Mechanical Technician
4658,Quality Inspection,Medium,8,Cell Assembly,Flexible,3.3,Quality Control Certified
4659,Robotics,High,4,Module Assembly,Evening,4.9,Mechanical Technician
4660,Quality Inspection,Low,3,Module Assembly,Flexible,4.3,Certified BMS Engineer
4661,Robotics,Medium,8,Final Testing,Evening,4.7,Certified BMS Engineer
4662,Welding,Medium,7,Cell Assembly,Morning,3.9,None
4663,Quality Inspection,High,6,Module Assembly,Morning,4.5,None
4664,Packaging,Low,4,Pack Assembly,Morning,4.1,Quality Control Certified
4665,Welding,Low,2,Pack Assembly,Flexible,3.2,Certified Welder
4666,Automation,High,4,Cell Assembly,Evening,4.1,Quality Control Certified
4667,Welding,Medium,8,Final Testing,Night,3.9,Mechanical Technician
4668,Soldering,Low,7,Final Testing,Night,4.9,Certified BMS Engineer
4669,Soldering,High,2,Cell Assembly,Morning,4.6,Mechanical Technician
4670,Electrical Wiring,High,8,Final Testing,Night,3.3,Mechanical Technician
4671,Mechanical Assembly,Low,5,Module Assembly,Flexible,3.3,Electrical Engineer
4672,Quality Inspection,Medium,4,Cell Assembly,Evening,4.3,Mechanical Technician
4673,Soldering,Medium,5,Module Assembly,Morning,4.4,Certified BMS Engineer
4674,Robotics,Low,4,Cell Assembly,Night,3.1,Electrical Engineer
4675,Electrical Wiring,Medium,6,Cell Assembly,Night,3.4,Electrical Engineer
4676,Electrical Wiring,High,8,Pack Assembly,Flexible,3.4,Certified Welder
4677,Welding,Medium,7,Cell Assembly,Evening,4.3,Quality Control Certified
4678,Automation,High,4,Module Assembly,Evening,4,Quality Control Certified
4679,Electrical Wiring,High,8,Module Assembly,Morning,4.2,None
4680,Electrical Wiring,High,6,Module Assembly,Night,4.2,Certified BMS Engineer
4681,Mechanical Assembly,Medium,1,Pack Assembly,Morning,3.4,Quality Control Certified
4682,Robotics,Low,1,Final Testing,Flexible,4.7,Certified BMS Engineer
4683,Electrical Wiring,Medium,3,Cell Assembly,Flexible,4.4,Certified BMS Engineer
4684,Packaging,Medium,8,Final Testing,Morning,3.3,Certified BMS Engineer
4685,Automation,High,8,Pack Assembly,Night,4.2,Electrical Engineer
4686,Electrical Wiring,Low,1,Cell Assembly,Flexible,4.6,Electrical Engineer
4687,Mechanical Assembly,Medium,7,Final Testing,Night,4,Mechanical Technician
4688,Robotics,Low,1,Cell Assembly,Evening,4.8,Certified Welder
4689,Robotics,High,8,Cell Assembly,Night,4.3,Electrical Engineer
4690,Quality Inspection,Medium,4,Final Testing,Flexible,3.1,Mechanical Technician
4691,Packaging,Low,4,Cell Assembly,Evening,4,None
4692,Quality Inspection,Low,5,Cell Assembly,Flexible,4.7,None
4693,BMS Integration,Medium,3,Pack Assembly,Night,4.9,Electrical Engineer
4694,Electrical Wiring,High,5,Final Testing,Flexible,4.9,Mechanical Technician
4695,Electrical Wiring,Medium,8,Final Testing,Evening,3.5,Certified Welder
4696,Welding,Medium,2,Pack Assembly,Morning,3.1,Quality Control Certified
4697,BMS Integration,Low,8,Pack Assembly,Evening,3,Certified BMS Engineer
4698,Soldering,Low,2,Cell Assembly,Flexible,4.6,Quality Control Certified
4699,Mechanical Assembly,Medium,8,Cell Assembly,Night,4.8,Mechanical Technician
4700,Quality Inspection,Low,1,Module Assembly,Flexible,3.9,None
4701,Packaging,High,4,Pack Assembly,Night,3.3,Quality Control Certified
4702,Welding,High,4,Module Assembly,Morning,4.4,Certified BMS Engineer
4703,Robotics,Low,7,Cell Assembly,Flexible,3.8,Mechanical Technician
4704,Mechanical Assembly,Medium,2,Final Testing,Morning,4.8,Certified BMS Engineer
4705,Automation,Medium,8,Module Assembly,Evening,4.9,Quality Control Certified
4706,Packaging,Medium,7,Module Assembly,Evening,4.3,Quality Control Certified
4707,Quality Inspection,Low,7,Final Testing,Evening,3.6,Mechanical Technician
4708,Soldering,High,3,Pack Assembly,Flexible,4.4,Certified BMS Engineer
4709,Automation,High,3,Module Assembly,Morning,4.2,Electrical Engineer
4710,Soldering,Low,4,Cell Assembly,Flexible,3.9,Quality Control Certified
4711,Quality Inspection,Low,4,Cell Assembly,Morning,3.6,Electrical Engineer
4712,Automation,High,3,Module Assembly,Evening,4.6,None
4713,Mechanical Assembly,Low,7,Module Assembly,Flexible,4.8,Certified BMS Engineer
4714,BMS Integration,Medium,8,Cell Assembly,Evening,3.6,Quality Control Certified
4715,Packaging,Medium,4,Pack Assembly,Flexible,3.2,Electrical Engineer
4716,Automation,Medium,3,Cell Assembly,Evening,4.9,None
4717,Soldering,Low,6,Cell Assembly,Night,5,Certified BMS Engineer
4718,Welding,Medium,6,Module Assembly,Morning,3.9,Certified Welder
4719,Robotics,Medium,7,Module Assembly,Flexible,4.4,Electrical Engineer
4720,BMS Integration,High,6,Final Testing,Night,3.3,None
4721,Soldering,High,1,Module Assembly,Flexible,4.2,None
4722,Robotics,Medium,1,Module Assembly,Evening,4.1,Quality Control Certified
4723,Mechanical Assembly,Low,1,Pack Assembly,Morning,4,Certified BMS Engineer
4724,Soldering,Low,8,Pack Assembly,Morning,4.4,Certified BMS Engineer
4725,Mechanical Assembly,Low,1,Pack Assembly,Morning,3.6,Electrical Engineer
4726,Welding,Medium,3,Final Testing,Flexible,3.4,Quality Control Certified
4727,Quality Inspection,Low,5,Cell Assembly,Evening,4.3,None
4728,Automation,Low,5,Final Testing,Evening,3.2,Mechanical Technician
4729,Packaging,High,6,Cell Assembly,Flexible,3.2,Certified BMS Engineer
4730,Welding,Low,6,Final Testing,Morning,4.6,Certified BMS Engineer
4731,Electrical Wiring,High,4,Cell Assembly,Morning,3.4,Certified BMS Engineer
4732,Automation,Medium,7,Module Assembly,Night,4.3,Electrical Engineer
4733,Automation,Low,8,Cell Assembly,Flexible,4.6,Mechanical Technician
4734,Packaging,Medium,5,Cell Assembly,Night,3.8,Mechanical Technician
4735,Electrical Wiring,High,4,Pack Assembly,Evening,4.7,Mechanical Technician
4736,BMS Integration,High,6,Cell Assembly,Morning,3.5,Certified Welder
4737,Automation,High,4,Module Assembly,Morning,4,Quality Control Certified
4738,Electrical Wiring,High,2,Module Assembly,Night,4.6,Certified Welder
4739,Electrical Wiring,Low,7,Pack Assembly,Evening,4.8,Electrical Engineer
4740,Mechanical Assembly,Medium,3,Final Testing,Night,3.5,Quality Control Certified
4741,Quality Inspection,Medium,3,Pack Assembly,Night,4.1,Electrical Engineer
4742,BMS Integration,Medium,7,Final Testing,Flexible,4.4,None
4743,Packaging,Low,5,Cell Assembly,Evening,4.4,Certified BMS Engineer
4744,Soldering,Medium,8,Cell Assembly,Morning,4.6,None
4745,Quality Inspection,Low,8,Cell Assembly,Evening,4.4,None
4746,Mechanical Assembly,High,1,Module Assembly,Evening,3.4,Certified Welder
4747,Quality Inspection,High,6,Final Testing,Evening,3.4,Electrical Engineer
4748,Mechanical Assembly,High,2,Final Testing,Night,3.2,Electrical Engineer
4749,Robotics,Medium,7,Cell Assembly,Flexible,3.8,Quality Control Certified
4750,Electrical Wiring,Medium,1,Module Assembly,Morning,4.3,Mechanical Technician
4751,Packaging,High,4,Module Assembly,Flexible,3.3,Quality Control Certified
4752,Welding,Low,4,Final Testing,Morning,4.9,Mechanical Technician
4753,Soldering,Medium,4,Cell Assembly,Night,4.7,Quality Control Certified
4754,BMS Integration,Medium,4,Cell Assembly,Morning,3.2,Certified Welder
4755,Automation,Medium,5,Module Assembly,Evening,4.8,Mechanical Technician
4756,Soldering,Low,7,Module Assembly,Night,4.5,Quality Control Certified
4757,Packaging,High,2,Final Testing,Evening,4,Mechanical Technician
4758,Automation,Medium,6,Pack Assembly,Flexible,4.7,Certified Welder
4759,Robotics,High,4,Cell Assembly,Morning,4.9,Certified BMS Engineer
4760,BMS Integration,Medium,1,Module Assembly,Evening,3.2,Electrical Engineer
4761,Automation,Low,5,Pack Assembly,Night,3.6,Mechanical Technician
4762,Soldering,Low,7,Cell Assembly,Flexible,4.9,Electrical Engineer
4763,Welding,High,4,Cell Assembly,Flexible,3.6,Electrical Engineer
4764,Electrical Wiring,Low,3,Cell Assembly,Morning,4.7,Electrical Engineer
4765,Robotics,High,7,Module Assembly,Evening,4.2,None
4766,BMS Integration,Low,1,Module Assembly,Night,4.6,Quality Control Certified
4767,Welding,High,3,Cell Assembly,Night,3.1,Quality Control Certified
4768,Automation,High,4,Final Testing,Night,3,Certified BMS Engineer
4769,Quality Inspection,High,2,Pack Assembly,Evening,4.7,Certified Welder
4770,BMS Integration,Low,8,Final Testing,Morning,3.7,None
4771,Mechanical Assembly,Low,8,Final Testing,Evening,3.1,Certified BMS Engineer
4772,Packaging,Low,4,Final Testing,Morning,4.8,Quality Control Certified
4773,Robotics,Medium,5,Final Testing,Morning,4,Mechanical Technician
4774,Electrical Wiring,Medium,5,Pack Assembly,Evening,3.2,Quality Control Certified
4775,Packaging,Medium,5,Cell Assembly,Morning,4.5,None
4776,BMS Integration,Medium,2,Module Assembly,Evening,3.5,Quality Control Certified
4777,Mechanical Assembly,High,8,Module Assembly,Morning,4.8,None
4778,Electrical Wiring,Medium,1,Cell Assembly,Evening,4.2,Certified BMS Engineer
4779,Quality Inspection,High,3,Cell Assembly,Flexible,3.8,Quality Control Certified
4780,Welding,High,8,Module Assembly,Evening,4.8,Electrical Engineer
4781,Quality Inspection,Low,3,Module Assembly,Morning,4.3,Electrical Engineer
4782,BMS Integration,Medium,3,Cell Assembly,Evening,4.5,Certified Welder
4783,Mechanical Assembly,Low,2,Final Testing,Evening,4.9,Electrical Engineer
4784,Robotics,Medium,6,Cell Assembly,Morning,4.9,Mechanical Technician
4785,Mechanical Assembly,Medium,5,Module Assembly,Morning,3.2,Quality Control Certified
4786,Welding,Low,4,Final Testing,Morning,4.2,Certified BMS Engineer
4787,Welding,Low,5,Final Testing,Flexible,4.8,Certified Welder
4788,Electrical Wiring,High,4,Final Testing,Flexible,3.2,Quality Control Certified
4789,BMS Integration,Low,8,Final Testing,Morning,4.6,Quality Control Certified
4790,Automation,Medium,6,Final Testing,Evening,3.4,None
4791,Soldering,Low,3,Cell Assembly,Night,4,Quality Control Certified
4792,Packaging,Medium,4,Module Assembly,Flexible,3.3,None
4793,BMS Integration,Medium,8,Cell Assembly,Night,3.2,Certified Welder
4794,Soldering,Medium,3,Pack Assembly,Night,3.8,Mechanical Technician
4795,Robotics,Low,2,Module Assembly,Flexible,4,Quality Control Certified
4796,Robotics,High,7,Module Assembly,Night,3.6,Electrical Engineer
4797,Mechanical Assembly,High,8,Final Testing,Morning,3.8,Electrical Engineer
4798,Robotics,Medium,7,Module Assembly,Evening,4.1,Mechanical Technician
4799,BMS Integration,High,8,Module Assembly,Evening,4.2,Certified BMS Engineer
4800,Soldering,Medium,5,Pack Assembly,Flexible,4.5,Certified BMS Engineer
4801,Soldering,High,2,Final Testing,Morning,4.5,Certified BMS Engineer
4802,Packaging,Medium,4,Final Testing,Morning,3.7,Certified BMS Engineer
4803,Quality Inspection,Medium,4,Module Assembly,Evening,3.5,Mechanical Technician
4804,Packaging,Low,7,Pack Assembly,Morning,4.8,Electrical Engineer
4805,Soldering,High,3,Module Assembly,Evening,4.1,Certified BMS Engineer
4806,Quality Inspection,Medium,5,Module Assembly,Morning,4.6,Certified BMS Engineer
4807,Electrical Wiring,Low,8,Pack Assembly,Morning,4.6,Electrical Engineer
4808,Automation,High,6,Pack Assembly,Night,3.4,Electrical Engineer
4809,Welding,High,3,Final Testing,Evening,3.4,Mechanical Technician
4810,Electrical Wiring,Medium,1,Final Testing,Flexible,3.2,None
4811,Electrical Wiring,Low,4,Module Assembly,Evening,3.1,Mechanical Technician
